AverageDiscountedReturn,Itr,AverageReturn,Average greedy latency,,EnvExecTime,StdReturn,MaxReturn,MinReturn,Average reward, ,NumTrajs,Average latency,,PolicyExecTime
-6.645751851556924,0,-7.2138857377583365,813.9277886701175,1.000615119934082,1.562878769573081,-2.7427168948665615,-13.357028917982475,-7.199905238565535,10000,1023.6194720352065,6.412257194519043
-6.54497520984608,1,-7.1097892323039265,828.7175564070565,1.2742269039154053,1.8952930545655133,-2.406960909015252,-13.293167403141334,-6.682864141539312,10000,957.8113977901324,8.582261085510254
-6.894226840333978,2,-7.4819302402472285,826.2057645439285,1.1009140014648438,1.8336576308599273,-2.384353720870911,-13.633981768092164,-7.410666365440528,10000,1068.0138612002208,7.000838279724121
-7.006100691623798,3,-7.6127279860589985,830.4323661033085,1.1113262176513672,1.9112455217433122,-2.4867832020183855,-13.67760490056063,-7.152287145123206,10000,1038.4080039320972,7.228835105895996
-7.1006344993523705,4,-7.717787088945887,832.8198488887242,1.1232357025146484,1.8717491071348433,-2.5545326841692853,-13.758582246890276,-7.501291245807492,10000,1083.8522229631424,7.296072959899902
-7.113178031727681,5,-7.73127769527083,830.0508031534877,1.089566707611084,2.0207417065358073,-2.3590911597988944,-13.862881081472265,-8.227412681379446,10000,1186.3183516333008,7.024733066558838
-7.383872782359397,6,-8.03588458096089,831.9373919950485,1.1270010471343994,1.9879655866541721,-2.494797433640808,-13.811253351571734,-8.230494244131757,10000,1178.1505738113158,7.2784504890441895
-7.644090891883674,7,-8.320271531529185,824.0071101153238,1.119671106338501,1.8448783786315135,-2.328089643374901,-13.535575194952486,-8.346532816254397,10000,1191.8240620028823,7.087127923965454
-7.7489936347195805,8,-8.451895076831196,824.0688250808034,1.2067348957061768,1.8959610543389396,-2.4215648365829865,-14.318056746411719,-9.110490538054764,10000,1307.1941734629252,7.398128032684326
-7.51665311488718,9,-8.204103002669552,818.3531145292282,1.2002310752868652,2.0138617735029825,-1.9350021958448362,-13.919832025671232,-8.082963625279215,10000,1165.856333105534,7.571554660797119
-7.930462625798408,10,-8.65473778421497,827.2250274766105,1.134993553161621,2.1106401805985753,-1.9350021958448362,-13.906421019018909,-8.09327766108652,10000,1162.6840465839905,7.128854513168335
-8.402051144685146,11,-9.169693884577178,844.7571001118388,1.2987396717071533,2.0701496697015416,-2.4513808531086845,-13.785602198840202,-9.204928622029916,10000,1310.3445453808702,8.672200918197632
-7.980170538388283,12,-8.734995936366904,822.2007625055858,1.403174638748169,2.015904701886782,-2.417532929940672,-13.658859843015295,-9.24594356708811,10000,1323.9342095445934,8.518595218658447
